Age,YearsOfWorking,Gender,Residence,RecentJob.Position,RecentJob.Firm,RecentJob.StartDate,RecentJob.EndDate,Position,Industry,HistoryJob1.Position,HistoryJob1.Firm,HistoryJob1.StartDate,HistoryJob1.EndDate,HistoryJob2.Position,HistoryJob2.Firm,HistoryJob2.StartDate,HistoryJob2.EndDate,EducationBackground,Major,University,ExpectedSalary.LowerLimit,ExpectedSalary.UpperLimit,RecentJob.Months,HistoryJob1.Months,HistoryJob2.Months
33,11,男,上海,交付经理/项目经理  ,  大连华信技术有限公司  ,8/1/2014,,软件测试,计算机软件,部门经理  ,  isoftstone   ,4/1/2009,7/1/2014,senior software testing engineer  ,  Bleum（博朗）软件开发有限公司   ,6/1/2008,3/1/2009,本科,信息与计算科学,英国斯坦福厦大学,30000,39999,,63,9
41,23,男,上海-浦东新区,测试工程师  ,  上海联影医疗科技有限公司  ,3/1/2010,,软件测试,医疗设备/器械,测试主管  ,  深圳市信太和科技有限公司   ,9/1/2005,9/1/2009,设备工程师  ,  上海安内华弘塑半导体设备有限公司   ,9/1/1994,9/1/1995,硕士,电子信息科学类,俄罗斯圣彼得堡精密机械与光学学院 硕士,,,,48,12
34,9,男,上海-杨浦区,高级测试工程师  ,  上海易班企业发展有限公司  ,4/1/2015,,软件测试,计算机软件,高级测试工程师  ,  上海新致软件股份有限公司   ,3/1/2011,3/1/2015,,,,,本科,计算机科学与技术,澳洲卧龙岗大学,10000,14999,,48,
27,5,男,上海-浦东新区,软件测试工程师  ,  安霸半导体技术(上海)有限公司  ,2/1/2012,,软件测试,计算机软件,学生实践  ,  澳大利亚墨尔本太湖酒家---waiter   ,3/1/2011,5/1/2011,学生实践  ,  江苏省扬州市送桥镇联想服务店---客户咨询员   ,11/1/2010,2/1/2011,硕士,电子信息科学与技术,墨尔本皇家理工学院(RMIT),25000,29999,,2,3
27,5,女,上海-浦东新区,自动化测试工程师  ,  高通科技  ,7/1/2016,,软件测试,计算机软件,软件测试  ,  华为技术   ,11/1/2014,7/1/2016,质量管理/测试工程师(QA/QC工程师)  ,  英业达科技   ,10/1/2012,11/1/2014,本科,电子科学与技术,常熟理工学院,15000,19999,,20,25
25,4,女,上海-闵行区,系统测试工程师  ,  BHANU MILK & MILK PRODUCTS (P) Ltd  ,6/1/2013,1/1/2017,软件测试,计算机软件,,,,,,,,,硕士,计算机科学,jntu,1500,1999,43,,
22,1,女,上海-普陀区,软件测试  ,  上海卉曼信息科技有限公司(外包上海先锋商泰)  ,5/1/2016,,软件测试,电子技术/半导体/集成电路,销售部实习生  ,  富士通（中国）信息系统有限公司   ,3/1/2016,5/1/2016,,,,,本科,经济学,日本福山大学,10000,14999,,2,
37,15,男,上海-虹口区,软件测试工程师  ,  上海昂立教育科技集团有限公司  ,8/1/2012,,软件测试,计算机软件,软件测试工程师  ,  华平信息技术股份有限公司   ,7/1/2011,7/1/2012,高级开发工程师  ,  索尼（中国）有限公司   ,4/1/2008,6/1/2011,本科,计算机信息管理,科艺计算机学院,,,,12,38
26,4,男,上海-闵行区,软件测试  ,  上海勤和互联网技术软件开发有限公司  ,1/1/2015,3/1/2017,软件测试,互联网/电子商务,游戏策划师  ,  上海勤和（IS语言）   ,5/1/2014,1/1/2015,,,,,本科,计算机科学与技术,上海工程技术大学,6000,7999,26,8,
25,0,女,上海-嘉定区,软件测试  ,  上海先锋商泰电子技术有限公司  ,5/1/2015,9/1/2015,软件测试,计算机软件,硬件工程师  ,  上海强师消防装备有限公司   ,7/1/2014,9/1/2014,学生实践  ,  生产实习   ,8/1/2012,9/1/2012,硕士,电子信息工程,慕尼黑理工大学,15000,19999,4,2,1
33,3,女,上海,Software Engineer  ,  Prologic First India Pvt Ltd  ,3/1/2009,6/1/2011,软件测试,计算机软件,Lecturer/Teaching Assistant  ,  University of Rajasthan   ,7/1/2008,2/1/2009,,,,,硕士,软件工程,C-DAC: Centre for Development of Advanced Computin,20000,24999,27,7,
24,2,女,上海-浦东新区,软件测试  ,  国际商业机器中国有限公司（IBM）  ,10/1/2015,,软件测试,计算机服务(系统、数据服务、维修),学生实践  ,  售前网络工程师   ,8/1/2013,9/1/2013,,,,,硕士,计算机信息管理,英国南安普敦大学,20000,24999,,1,
24,1,女,上海,软件测试实习生  ,  企安达（上海）管理系统软件有限公司  ,9/1/2014,1/1/2015,软件测试,计算机软件,IT技术支持，实习  ,  德勤会计师事务所（Deloitte）   ,6/1/2014,9/1/2014,,,,,硕士,计算机科学与技术,香港大学,10000,14999,4,3,
27,3,男,上海-青浦区,软件测试主管  ,  汉庭酒店（华住酒店集团）  ,5/1/2015,3/1/2017,软件测试,酒店/旅游,软件测试  ,  凯捷咨询(中国)有限公司   ,5/1/2014,5/1/2015,（海外）软件测试工程师  ,  法国凯捷咨询公司   ,3/1/2013,8/1/2013,硕士,计算机科学与技术,法国特鲁瓦工程技术大学,20000,24999,22,12,5
30,6,男,上海-浦东新区,（海外）自动化测试  ,  高通英国(原CSR)  ,2/1/2014,12/1/2016,软件测试,电子技术/半导体/集成电路,（海外）软件工程师  ,  英国欧胜微电子有限公司   ,2/1/2011,1/1/2014,,,,,硕士,计算机科学,英国伦敦大学学院 (UCL),20000,24999,34,35,
27,2,女,上海,软件测试工程师  ,  秦苍科技  ,3/1/2015,,软件测试,计算机软件,,,,,,,,,硕士,软件工程,澳门大学,10000,14999,,,
25,2,男,上海,软件测试  ,  花旗金融信息(上海)有限公司  ,8/1/2016,,软件测试,计算机软件,（海外）软件测试工程师  ,  EquityZen（美国纽约）   ,4/1/2015,5/1/2016,,,,,本科,经济学,罗切斯特大学,10000,14999,,13,
46,25,男,上海,测试经理  ,  金恪投资控股集团  ,12/1/2014,,软件测试,金融/投资/证券,高级软件测试工程师  ,  上海新致软件有限公司   ,4/1/2014,12/1/2014,高级软件测试工程师  ,  Pactera   ,4/1/2013,4/1/2014,硕士,电子信息科学类,Assumption university,20000,24999,,8,12
38,8,男,上海-宝山区,软件测试  ,  上海报业集团-澎湃新闻  ,2/1/2016,,软件测试,影视/媒体/艺术/文化传播,测试经理  ,  诚皆达（上海）软件有限公司   ,12/1/2010,11/1/2014,物流经理  ,  上海灏凯货运代理有限公司   ,12/1/2009,12/1/2010,本科,数学与应用数学,立教大学,15000,19999,,47,12
35,12,女,上海-浦东新区,软件测试  ,  Weida Soft  ,8/1/2009,5/1/2014,软件测试,计算机软件,软件测试  ,  Kam Tech   ,6/1/2005,8/1/2006,,,,,硕士,计算机科学,Banasthali Vidya Peeth,,,57,14,
25,5,女,上海-普陀区,软件测试实习生  ,"  亚德诺半导体有限公司 Analog Devices, Inc.  ",10/1/2015,9/1/2016,软件测试,计算机硬件,IT部门实习生  ,  江森自控有限公司   ,8/1/2013,11/1/2013,客户服务助理  ,  上海漕河泾开发区   ,7/1/2012,8/1/2012,硕士,自动化,上海理工大学,10000,14999,11,3,1
26,2,女,上海-宝山区,运营服务工程师  ,  Pacific Telecom & Navigation Limited  ,7/1/2015,,软件测试,计算机软件,技术文员/助理  ,  香港理工大学   ,3/1/2015,7/1/2015,,,,,硕士,地理信息系统,香港理工大学,25000,29999,,4,
22,1,女,上海-徐汇区,软件测试  ,  云知声信息技术有限公司  ,10/1/2016,1/1/2017,软件测试,互联网/电子商务,营业部大堂经理  ,  建设银行邯郸支行   ,1/1/2016,2/1/2016,,,,,本科,计算机科学与技术,华东理工大学,10000,14999,3,1,
27,1,男,上海-虹口区,软件测试  ,  上海先锋商泰电子技术有限公司  ,5/1/2016,,软件测试,生活服务,收银员  ,  日本Circle K Sunkus   ,7/1/2014,10/1/2015,理货员  ,  日本世界堂   ,6/1/2013,12/1/2013,硕士,工商管理,樱美林大学,6000,7999,,15,6
27,1,男,上海-宝山区,（海外）软件测试  ,  QuantifiedAg  ,10/1/2016,2/1/2017,软件测试,计算机软件,（海外）手机应用开发工程师  ,"  Wenlin Institute, Inc. SPC   ",2/1/2016,7/1/2016,（海外）讲师/助教  ,  University of Nebraska Lincoln   ,8/1/2011,5/1/2015,硕士,计算机科学,内布拉斯加大学,1500以下 ,,4,5,45
28,3,男,上海-浦东新区,软件测试  ,  海同科技  ,6/1/2016,12/1/2016,软件测试,互联网/电子商务,IT技术支持  ,  Protempo Limited   ,6/1/2015,5/1/2016,,,,,本科,计算机科学,奥克兰理工大学,6000,7999,6,11,
28,6,女,上海-浦东新区,,,,,软件测试,计算机服务(系统、数据服务、维修),,,,,,,,,本科,通信工程,"Yashwantrao Chavan College of Engg ,Nagpur ,India",,,,,
31,9,男,上海,软件测试  ,  上海先锋商泰电子技术有限公司  ,3/1/2016,,软件测试,计算机软件,工艺工程师  ,  上海先进半导体制造股份有限公司   ,6/1/2008,12/1/2008,学生实践  ,  参观中国科学院上海光学精密机械研究所   ,7/1/2006,8/1/2006,硕士,电子科学与技术,日本东北大学,8000,9999,,6,1
33,10,男,上海-长宁区,高级软件工程师 QA/TPM  ,  韩领网络科技（上海）有限公司  ,3/1/2016,,软件测试,互联网/电子商务,软件测试工程师  ,  惠普   ,9/1/2012,3/1/2016,软件测试  ,  上海微创软件股份有限公司   ,2/1/2011,9/1/2012,硕士,计算机科学,"Griffith College Dublin,Ireland",25000,29999,,42,19
36,14,女,上海-普陀区,软件测试  ,  德国艾贝技术有限公司  ,6/1/2015,,软件测试,计算机软件,软件测试工程师  ,  上海微创软件股份有限公司   ,2/1/2014,5/1/2015,软件工程师  ,  上海杰硕网络科技有限公司   ,8/1/2009,2/1/2014,硕士,计算机科学与技术,华东师范大学,10000,14999,,15,54
24,3,女,上海-杨浦区,软件测试工程师  ,  百舜信息技术（上海）有限公司  ,9/1/2014,,软件测试,计算机服务(系统、数据服务、维修),,,,,,,,,本科,光信息科学与技术,苏州大学文正学院,10000,14999,,,
35,11,男,上海-闵行区,高级测试工程师  ,  鄂尔多斯市赛博购商贸有限公司上海分公司  ,8/1/2015,8/1/2016,软件测试,互联网/电子商务,高级软件测试工程师  ,  伦杰信息技术（上海）有限公司   ,6/1/2011,8/1/2015,软件测试  ,  上海瑞易信息技术有限公司   ,8/1/2008,5/1/2011,本科,工商管理类,上海财经大学,10000,14999,12,50,33
30,9,男,上海-浦东新区,QA Engineer - II  ,  Vision-X Enterprise  ,10/1/2013,11/1/2016,软件测试,计算机软件,,,,,,,,,本科,计算机科学与技术,Jawaharlal Nehru Technological University,15000,19999,37,,
27,6,女,上海-杨浦区,银行项目后期维护engineer  ,  派遣  ,1/1/2012,,软件测试,计算机软件,软件测试工程师  ,  SONY(派遣)   ,4/1/2011,1/1/2012,,,,,本科,经济法,日本山梨学院大学,10000,14999,,9,
24,3,女,上海,软件测试  ,  中国惠普有限公司上海分公司  ,7/1/2014,6/1/2015,软件测试,计算机软件,学生实践  ,  公安部第三研究所担任技术研发实习生   ,3/1/2014,6/1/2014,学生实践  ,  英格索兰机械（上海）有限公司担任销售助理实习生   ,1/1/2014,3/1/2014,硕士,计算机科学,香港大学,8000,9999,11,3,2
28,4,男,上海-浦东新区,测试工程师  ,  上海复深蓝信息技术有限公司  ,11/1/2013,,软件测试,保险,,,,,,,,,本科,金融学,韩国顺天乡大学,10000,14999,,,
23,2,女,上海-闵行区,软件开发测试  ,  上海微创软件股份有限公司  ,10/1/2015,,软件测试,计算机软件,软件开发测试工程师  ,  深圳国泰安教育技术股份有限公司   ,7/1/2015,9/1/2015,,,,,本科,信息与计算科学,嘉兴学院,6000,7999,,2,
28,6,女,上海-浦东新区,Software Test Engineer  ,  Hoperun Technologies pvt Ltd  ,5/1/2015,,软件测试,计算机软件,开发工程师  ,  Vision-X Enterprises   ,10/1/2013,5/1/2014,软件工程师  ,  LiveTech Technologies   ,7/1/2011,8/1/2013,硕士,计算机科学与技术,Anna University,10000,14999,,7,25
41,19,女,上海,项目主管  ,  摩根士丹利  ,7/1/2015,,软件测试,金融/投资/证券,软件测试经理/项目经理  ,  赛门铁克 中国研发中心   ,9/1/2011,9/1/2014,软件测试经理  ,  AUTODESK 欧特克公司 上海研发中心   ,10/1/2007,9/1/2011,硕士,计算机科学与技术,OTTAWA UNIVERISTY 加拿大 渥太华大学,,,,36,47
24,2,女,上海,软件测试  ,  上海银天下科技有限公司  ,4/1/2016,,软件测试,计算机软件,海外项目研发工程师  ,  上海海隆软件有限公司   ,6/1/2015,4/1/2016,,,,,本科,电子信息工程,江苏大学,8000,9999,,10,
33,14,男,上海-浦东新区,软件测试  ,  富士施乐实业发展(上海)有限公司软件开发中心  ,5/1/2003,,软件测试,计算机软件,,,,,,,,,本科,物流工程,上海海洋大学,10000,14999,,,
43,22,男,上海,高级QA工程师/QA Lead  ,  营利度富信息系统上海，亚太软件开发中心  ,4/1/2008,3/1/2015,软件测试,计算机服务(系统、数据服务、维修),高级QA工程师  ,  洛艺软件（上海）有限公司   ,9/1/2007,11/1/2007,测试主管  ,  神州数码通用软件（上海）公司   ,4/1/2006,8/1/2007,硕士,金融学,上海财经大学,,,83,2,16
24,2,男,上海,软件测试  ,  理光图像技术有限公司  ,4/1/2016,9/1/2016,软件测试,计算机软件,system operator  ,  ibm   ,7/1/2015,3/1/2016,,,,,本科,日语,日本山梨学院大学,6000,7999,5,8,
29,9,男,上海-黄浦区,（海外）系统分析员  ,  陆逊梯卡（中国）投资有限公司  ,4/1/2013,,软件测试,家具/家电/玩具/礼品,技术支持/维护工程师  ,  微创软件股份有限公司   ,9/1/2011,3/1/2013,硬件工程师  ,  上海铱地计算机技术有限公司   ,2/1/2011,7/1/2011,本科,计算机科学与技术,桑德兰大学,15000,19999,,18,5
26,6,女,上海-浦东新区,需求工程师  ,  可观（上海）资产管理有限公司  ,4/1/2012,3/1/2013,软件测试,计算机软件,实习生  ,  华侨银行（新加坡）   ,3/1/2011,5/1/2011,,,,,硕士,经济学类,新加坡新跃大学 （Singapore Institute of Management (SIM)）,4500,5999,11,2,
30,5,男,上海-虹口区,软件测试  ,  NEC ST  ,7/1/2013,3/1/2015,软件测试,计算机软件,数据库工程师/管理员  ,  バラマウント株式会社   ,5/1/2012,5/1/2013,,,,,本科,计算机科学与技术,日本第一工业大学,4500,5999,20,12,
32,11,男,上海-宝山区,（海外）高级软件测试主管  ,"  美国国际游戏科技公司(IGT), 工作地点: 英国伦敦  ",1/1/2012,1/1/2015,软件测试,计算机软件,（海外）高级软件工程师  ,"  芝加哥期权交易所(CBOE), 工作地点: 英国伦敦金融城   ",9/1/2011,1/1/2012,首席工程师兼测试主管  ,"  游亚软件公司(AspectGaming), 工作地点: 上海/澳门   ",10/1/2008,4/1/2010,硕士,软件工程,英国约克大学,,,36,4,18
29,5,男,上海-徐汇区,软件测试  ,  上海今通旅游咨询有限公司  ,7/1/2013,9/1/2013,软件测试,互联网/电子商务,软件测试  ,  上海派络软件科技有限公司   ,4/1/2012,1/1/2013,,,,,本科,计算机科学,英国纽卡斯尔大学,4500,5999,2,9,
39,17,男,上海-浦东新区,（海外）软件测试  ,  苏格兰皇家银行 WorldPay网上支付平台（加拿大蒙特利尔）  ,12/1/2006,3/1/2009,软件测试,互联网/电子商务,技术支持/维护工程师  ,  原郑州电信   ,7/1/2000,4/1/2005,,,,,硕士,计算机信息管理,肯考迪亚大学（加拿大蒙特利尔）,10000,14999,27,57,
30,6,男,上海-长宁区,软件测试  ,  SAP Labs  ,5/1/2012,,软件测试,计算机软件,软件工程师  ,  上海泰为信息技术有限公司   ,1/1/2011,5/1/2012,学生实践  ,  企业内部管理项目   ,10/1/2010,12/1/2010,硕士,计算机科学与技术,纽卡斯尔大学,25000,29999,,16,2
32,8,男,上海-普陀区,（海外）软件测试  ,  株式会社CUBESYSTEM  ,4/1/2009,3/1/2011,软件测试,计算机软件,,,,,,,,,本科,电子信息科学与技术,日本东洋大学,,,23,,
32,9,男,上海-浦东新区,软件测试  ,  爱立信中国-中国研发总院 china r&d institute（ericsson）  ,5/1/2014,,软件测试,通信/电信/网络设备,软件测试工程师  ,  Autodesk   ,11/1/2009,8/1/2011,软件测试工程师  ,  SAP   ,4/1/2009,10/1/2009,硕士,信息管理和信息系统,瑞典乌普萨拉大学,15000,19999,,21,6
24,4,男,上海-宝山区,软件测试工程师  ,  上海软件测评中心  ,11/1/2016,,软件测试,电子技术/半导体/集成电路,制造工程师  ,  上海华力微电子   ,7/1/2013,4/1/2016,,,,,本科,会计学,上海大学,1500以下 ,,,33,
23,1,女,上海-浦东新区,金融/经济研究员  ,  西藏东方财富证券股份有限公司  ,1/1/2017,,金融/经济研究员,金融/投资/证券,投资银行财务分析  ,  招商证券   ,7/1/2016,9/1/2016,QQ音乐编辑实习生  ,  文思海辉有限公司   ,1/1/2015,3/1/2015,硕士,数学类,新加坡国立大学,8000,9999,,2,2
30,4,男,上海,项目经理/实施顾问  ,  克罗诺思软件Kronos  ,9/1/2014,,咨询员,计算机软件,BI大数据分析  ,  HP惠普   ,8/1/2013,9/1/2014,软件测试  ,  Mdlogix Ac Clinical Research Company（实习）   ,6/1/2011,12/1/2011,硕士,计算机科学与技术,美国陶森大学TOWSON UNIVERSITY,25000,29999,,13,6
28,7,女,上海-闵行区,IT课长  ,  APITA雅品嘉  ,2/1/2013,,技术支持/维护工程师,批发/零售,软件测试  ,  高知特（上海）信息技术有限公司   ,7/1/2010,2/1/2013,,,,,本科,日语,日本奈良大学,15000,19999,,31,
24,3,女,上海,项目配置工程师  ,  南京安元科技有限公司  ,6/1/2014,10/1/2016,软件工程师,计算机软件,,,,,,,,,本科,软件工程,南通大学杏林学院,6000,7999,28,,
34,13,男,上海,产品VP  ,  点点客信息技术股份有限公司  ,10/1/2016,,产品总监,互联网/电子商务,平台规划部总经理  ,  平安养老保险股份有限公司   ,4/1/2015,10/1/2016,产品总监  ,  携程   ,6/1/2013,4/1/2015,本科,计算机科学与技术,同济大学,100000及以上 ,,,18,22
